,ds,y
122,2010-05-06,54666.13000000005
123,2010-05-07,35769.25000000001
124,2010-05-09,23143.290000000015
125,2010-05-10,32948.67999999999
126,2010-05-11,28780.12000000007
127,2010-05-12,31407.310000000023
128,2010-05-13,41108.40000000015
129,2010-05-14,18895.90999999999
130,2010-05-16,18478.890000000007
131,2010-05-17,25562.620000000094
132,2010-05-18,29021.780000000075
133,2010-05-19,17831.080000000085
134,2010-05-20,25782.580000000034
135,2010-05-21,27340.920000000115
136,2010-05-23,25457.970000000016
137,2010-05-24,35831.329999999994
138,2010-05-25,22463.37000000004
139,2010-05-26,38438.23999999996
140,2010-05-27,30978.430000000157
141,2010-05-28,21906.200000000048
142,2010-05-30,10814.960000000034
143,2010-06-01,15732.150000000003
144,2010-06-02,16236.290000000055
145,2010-06-03,29651.80000000006
146,2010-06-04,21273.579999999918
147,2010-06-06,25686.00000000012
148,2010-06-07,49759.9400000002
149,2010-06-08,54433.02999999994
150,2010-06-09,38414.69000000001
151,2010-06-10,18389.400000000085
152,2010-06-11,37802.25000000004
153,2010-06-13,21616.440000000104
154,2010-06-14,24375.410000000054
155,2010-06-15,30542.479999999992
156,2010-06-16,31335.030000000093
157,2010-06-17,58225.94000000007
158,2010-06-18,18800.680000000044
159,2010-06-20,9113.430000000008
160,2010-06-21,21159.709999999985
161,2010-06-22,14749.680000000011
162,2010-06-23,27848.73999999995
163,2010-06-24,26729.659999999996
164,2010-06-25,17719.419999999976
165,2010-06-27,18834.320000000032
166,2010-06-28,53998.719999999754
167,2010-06-29,35141.20999999993
168,2010-06-30,34700.14000000004
169,2010-07-01,30314.810000000063
170,2010-07-02,16893.270000000022
171,2010-07-04,10493.660000000003
172,2010-07-05,32895.20000000011
173,2010-07-06,23503.99
174,2010-07-07,32252.99000000006
175,2010-07-08,20301.630000000023
176,2010-07-09,37271.939999999944
177,2010-07-11,7856.429999999986
178,2010-07-12,19885.90000000004
179,2010-07-13,21056.38999999999
180,2010-07-14,23860.81000000006
181,2010-07-15,56662.689999999995
182,2010-07-16,22603.54000000001
183,2010-07-18,15214.110000000002
185,2010-07-20,24853.87000000001
186,2010-07-21,22396.049999999974
187,2010-07-22,26860.990000000107
188,2010-07-23,25904.960000000046
189,2010-07-25,17431.30000000007
190,2010-07-26,25205.759999999966
191,2010-07-27,28490.87000000008
192,2010-07-28,23364.32000000017
193,2010-07-29,38422.53999999987
194,2010-07-30,16147.310000000005
195,2010-08-01,30724.29000000003
196,2010-08-02,29175.51000000008
197,2010-08-03,26943.47999999999
198,2010-08-04,21425.139999999967
199,2010-08-05,24508.48000000009
200,2010-08-06,15219.599999999995
201,2010-08-08,14147.14000000002
202,2010-08-09,31711.090000000062
203,2010-08-10,35820.31999999998
204,2010-08-11,23719.389999999963
205,2010-08-12,29123.130000000056
206,2010-08-13,37403.70000000004
207,2010-08-15,22356.69000000008
208,2010-08-16,20880.20000000002
209,2010-08-17,30395.630000000023
210,2010-08-18,37239.14999999982
211,2010-08-19,33052.15000000007
212,2010-08-20,25550.789999999964
213,2010-08-22,22766.810000000078
214,2010-08-23,21901.25000000004
215,2010-08-24,27485.090000000073
216,2010-08-25,31715.03000000003
217,2010-08-26,35363.46000000002
218,2010-08-27,18173.140000000007
219,2010-08-29,14509.780000000019
220,2010-08-31,35964.46999999986
221,2010-09-01,23367.549999999996
222,2010-09-02,36501.87000000013
223,2010-09-03,37258.14000000009
224,2010-09-05,12389.65
225,2010-09-06,28785.629999999972
226,2010-09-07,27498.309999999994
227,2010-09-08,17635.87000000002
228,2010-09-09,25798.990000000038
229,2010-09-10,17639.270000000055
230,2010-09-12,15762.290000000017
231,2010-09-13,38443.68000000011
232,2010-09-14,21261.08000000005
233,2010-09-15,34838.27000000004
234,2010-09-16,40432.69099999993
235,2010-09-17,21501.73000000007
236,2010-09-19,23096.14000000006
237,2010-09-20,43949.120000000104
238,2010-09-21,62951.82999999985
239,2010-09-22,30623.800000000007
240,2010-09-23,36287.76999999996
241,2010-09-24,50511.18
242,2010-09-26,21905.720000000034
243,2010-09-27,118909.66999999993
244,2010-09-28,46550.840000000106
245,2010-09-29,38789.98000000001
246,2010-09-30,51641.93999999984
247,2010-10-01,38701.58000000007
248,2010-10-03,38809.35000000007
249,2010-10-04,39399.480000000185
250,2010-10-05,84879.58999999968
251,2010-10-06,30927.600000000086
252,2010-10-07,54453.870000000024
253,2010-10-08,60336.02
254,2010-10-10,23197.98000000012
255,2010-10-11,43509.86999999973
256,2010-10-12,50013.94999999985
257,2010-10-13,57949.71999999985
258,2010-10-14,87526.40999999992
259,2010-10-15,54917.81
260,2010-10-17,33361.71000000024
261,2010-10-18,41548.21999999999
262,2010-10-19,50068.889999999934
263,2010-10-20,6989.550000000103
264,2010-10-21,39249.509999999915
265,2010-10-22,41150.03000000014
266,2010-10-24,28877.250000000095
267,2010-10-25,29496.94000000003
268,2010-10-26,46073.359999999746
269,2010-10-27,32986.100000000115
270,2010-10-28,34490.349999999926
271,2010-10-29,47284.199999999706
272,2010-10-31,30358.700000000266
273,2010-11-01,29629.93000000006
274,2010-11-02,45082.390000000014
275,2010-11-03,45438.89999999997
276,2010-11-04,90056.2899999993
277,2010-11-05,46639.14999999982
278,2010-11-07,32024.410000000255
279,2010-11-08,90952.91099999995
280,2010-11-09,66381.05999999947
281,2010-11-10,80244.62999999947
282,2010-11-11,64240.97999999972
283,2010-11-12,50851.120000000185
284,2010-11-14,29452.880000000136
285,2010-11-15,105185.5399999998
286,2010-11-16,73090.41000000018
287,2010-11-17,51724.560999999856
288,2010-11-18,45066.23999999967
289,2010-11-19,48044.49
290,2010-11-21,32448.600000000184
291,2010-11-22,43278.659999999814
292,2010-11-23,58561.66000000028
293,2010-11-24,61907.5199999996
294,2010-11-25,72511.1999999994
295,2010-11-26,40570.94999999997
296,2010-11-28,27594.860000000153
297,2010-11-29,79264.05999999991
298,2010-11-30,60029.079999999456
299,2010-12-01,117921.57999999997
300,2010-12-02,95496.75999999908
301,2010-12-03,93887.41999999946
302,2010-12-05,63549.89999999922
303,2010-12-06,109660.92000000026
304,2010-12-07,199236.40000000107
305,2010-12-08,90779.95999999956
306,2010-12-09,107172.36000000025
307,2010-12-10,59182.920000000246
308,2010-12-12,17329.070000000047
309,2010-12-13,38006.7100000001
310,2010-12-14,45254.730000000185
311,2010-12-15,30444.62000000013
312,2010-12-16,49352.89999999992
313,2010-12-17,45418.329999999965
314,2010-12-19,7534.909999999991
315,2010-12-20,26789.129999999983
316,2010-12-21,47304.08999999991
317,2010-12-22,6199.969999999998
318,2010-12-23,12076.110000000024
319,2011-01-04,16026.080000000014
320,2011-01-05,32634.470000000052
321,2011-01-06,40382.849999999875
322,2011-01-07,28836.590000000062
323,2011-01-09,15778.200000000023
324,2011-01-10,24569.069999999996
325,2011-01-11,68655.59000000016
326,2011-01-12,24693.77999999999
327,2011-01-13,20624.640000000003
328,2011-01-14,47576.90000000008
329,2011-01-16,7242.0599999999795
330,2011-01-17,29333.02000000029
331,2011-01-18,95978.05000000022
332,2011-01-19,25934.57000000013
333,2011-01-20,21246.99000000008
334,2011-01-21,32640.300000000207
335,2011-01-23,10400.249999999967
336,2011-01-24,25733.790000000135
337,2011-01-25,29077.47000000011
338,2011-01-26,19922.290000000085
339,2011-01-27,23730.840000000113
340,2011-01-28,20090.650000000016
341,2011-01-30,6615.749999999991
342,2011-01-31,23640.360000000113
343,2011-02-01,29034.990000000027
344,2011-02-02,21216.200000000026
345,2011-02-03,23479.830000000096
346,2011-02-04,25162.190000000046
347,2011-02-06,3457.1099999999965
348,2011-02-07,25955.009999999984
349,2011-02-08,20949.920000000042
350,2011-02-09,16692.579999999976
351,2011-02-10,14896.460000000008
352,2011-02-11,22873.099999999973
353,2011-02-13,5713.629999999991
354,2011-02-14,26703.510000000173
355,2011-02-15,39875.74000000006
356,2011-02-16,24949.100000000082
357,2011-02-17,26372.67000000019
358,2011-02-18,16208.749999999996
359,2011-02-20,9624.69000000003
360,2011-02-21,36388.75
361,2011-02-22,32498.350000000126
362,2011-02-23,26891.600000000148
363,2011-02-24,22809.8400000001
364,2011-02-25,20595.740000000005
365,2011-02-27,9526.499999999982
366,2011-02-28,21755.630000000187
367,2011-03-01,26354.96000000005
368,2011-03-02,18690.790000000015
369,2011-03-03,36404.00000000006
370,2011-03-04,19506.800000000105
371,2011-03-06,10005.369999999983
372,2011-03-07,32356.550000000218
373,2011-03-08,25081.620000000177
374,2011-03-09,22038.8400000001
375,2011-03-10,26120.220000000114
376,2011-03-11,25475.180000000102
377,2011-03-13,4148.119999999994
378,2011-03-14,26019.55000000007
379,2011-03-15,23493.490000000016
380,2011-03-16,21948.360000000048
381,2011-03-17,39904.94000000001
382,2011-03-18,28171.790000000023
383,2011-03-20,22153.490000000103
384,2011-03-21,16715.52000000003
385,2011-03-22,31515.580000000227
386,2011-03-23,24091.670000000096
387,2011-03-24,36697.1400000001
388,2011-03-25,31394.210000000065
389,2011-03-27,9241.349999999995
390,2011-03-28,23176.720000000074
391,2011-03-29,70711.9199999998
392,2011-03-30,31885.28000000014
393,2011-03-31,34335.90000000016
394,2011-04-01,25667.510000000064
395,2011-04-03,6943.149999999999
396,2011-04-04,33254.240000000165
397,2011-04-05,30144.770000000135
398,2011-04-06,17362.360000000062
399,2011-04-07,18512.890000000123
400,2011-04-08,25295.640000000105
401,2011-04-10,9913.979999999976
402,2011-04-11,22353.270000000073
403,2011-04-12,25570.30000000009
404,2011-04-13,24484.42000000002
405,2011-04-14,36104.07000000007
406,2011-04-15,28334.120999999977
407,2011-04-17,12725.499999999993
408,2011-04-18,56026.1799999997
409,2011-04-19,24338.700000000194
410,2011-04-20,28670.47000000003
411,2011-04-21,32615.63000000008
412,2011-04-26,31047.430000000153
413,2011-04-27,25942.44000000003
414,2011-04-28,22501.550000000065
415,2011-05-01,6973.659999999997
416,2011-05-03,35229.41000000006
417,2011-05-04,27544.150000000103
418,2011-05-05,29174.290000000245
419,2011-05-06,36126.35000000002
420,2011-05-08,18867.400000000045
421,2011-05-09,27899.710000000177
422,2011-05-10,47819.979999999756
423,2011-05-11,33687.25000000023
424,2011-05-12,61903.08999999985
425,2011-05-13,30749.95000000008
426,2011-05-15,9924.280000000004
427,2011-05-16,39651.279999999904
428,2011-05-17,55151.98999999986
429,2011-05-18,34483.44000000009
430,2011-05-19,35599.350000000035
431,2011-05-20,26718.170000000067
432,2011-05-22,24231.090000000044
433,2011-05-23,34685.600000000115
434,2011-05-24,37660.040000000045
435,2011-05-25,24408.120000000094
436,2011-05-26,33497.03000000001
437,2011-05-27,28442.030000000093
438,2011-05-29,7394.299999999987
439,2011-05-31,22714.06000000007
440,2011-06-01,20595.690000000133
441,2011-06-02,32826.14000000016
442,2011-06-03,16913.25000000001
443,2011-06-05,25639.540000000114
444,2011-06-06,17789.070000000032
445,2011-06-07,37957.72000000005
446,2011-06-08,43264.32999999982
447,2011-06-09,46389.10000000024
448,2011-06-10,62234.43999999992
449,2011-06-12,12517.05999999999
450,2011-06-13,22457.210000000076
451,2011-06-14,40474.01000000002
452,2011-06-15,49097.98999999992
453,2011-06-16,34584.68000000005
454,2011-06-17,21076.170000000042
455,2011-06-19,22442.180000000102
456,2011-06-20,37514.980000000025
457,2011-06-21,24784.370000000068
458,2011-06-22,21825.990000000056
459,2011-06-23,25242.82000000014
460,2011-06-24,19521.96
461,2011-06-26,7082.489999999984
462,2011-06-27,17015.760000000002
463,2011-06-28,35607.32000000011
464,2011-06-29,22088.32000000003
465,2011-06-30,44797.3100000001
466,2011-07-01,13675.060000000016
467,2011-07-03,6032.389999999991
468,2011-07-04,44652.83000000022
469,2011-07-05,40758.430000000124
470,2011-07-06,26387.54000000013
471,2011-07-07,32445.710000000126
472,2011-07-08,27082.10000000013
473,2011-07-10,5993.869999999983
474,2011-07-11,22605.020000000124
475,2011-07-12,26262.550000000083
476,2011-07-13,22641.94000000011
477,2011-07-14,33602.13000000016
478,2011-07-15,14836.429999999935
479,2011-07-17,17194.560000000034
480,2011-07-18,38831.61000000003
481,2011-07-19,50182.830000000075
482,2011-07-20,33308.24000000014
483,2011-07-21,32818.54
484,2011-07-22,20124.85999999998
485,2011-07-24,27099.460000000046
486,2011-07-25,26887.150000000187
487,2011-07-26,21644.261000000057
488,2011-07-27,25602.930000000106
489,2011-07-28,56269.740000000034
490,2011-07-29,18790.400000000005
491,2011-07-31,33490.609999999986
492,2011-08-01,21388.92000000002
493,2011-08-02,26580.600000000046
494,2011-08-03,28113.140000000174
495,2011-08-04,65502.21000000006
496,2011-08-05,21538.580000000093
497,2011-08-07,7578.9099999999935
498,2011-08-08,23377.650000000107
499,2011-08-09,27679.440000000082
500,2011-08-10,28792.34000000012
501,2011-08-11,72433.79000000018
502,2011-08-12,10107.229999999961
503,2011-08-14,5718.569999999994
504,2011-08-15,17243.970000000005
505,2011-08-16,19239.660000000036
506,2011-08-17,53499.95999999992
507,2011-08-18,54106.929999999964
508,2011-08-19,17349.589999999993
509,2011-08-21,14576.860000000008
510,2011-08-22,29651.460000000025
511,2011-08-23,25993.680000000073
512,2011-08-24,49035.36000000006
513,2011-08-25,23827.46000000006
514,2011-08-26,25626.439999999977
515,2011-08-28,10805.029999999977
516,2011-08-30,31866.31000000011
517,2011-08-31,25380.170000000056
518,2011-09-01,37370.15000000005
519,2011-09-02,42322.02000000003
520,2011-09-04,17119.589999999993
521,2011-09-05,37157.14
522,2011-09-06,28349.910000000065
523,2011-09-07,34413.530000000115
524,2011-09-08,27195.8000000001
525,2011-09-09,30075.620000000064
526,2011-09-11,35511.670000000115
527,2011-09-12,29738.330000000104
528,2011-09-13,55117.05000000006
529,2011-09-14,23592.980000000152
530,2011-09-15,78218.9500000001
531,2011-09-16,27724.220000000034
532,2011-09-18,15745.73000000003
533,2011-09-19,49269.88000000002
534,2011-09-20,109612.02999999994
535,2011-09-21,48560.67999999983
536,2011-09-22,59354.790000000045
537,2011-09-23,40601.75000000006
538,2011-09-25,31372.661000000113
539,2011-09-26,29335.171000000108
540,2011-09-27,36322.94999999988
541,2011-09-28,43749.05999999985
542,2011-09-29,46401.450000000084
543,2011-09-30,44357.05999999993
544,2011-10-02,11634.530000000013
545,2011-10-03,66376.81999999999
546,2011-10-04,48810.64999999989
547,2011-10-05,75593.62999999982
548,2011-10-06,62891.18999999994
549,2011-10-07,53790.69999999985
550,2011-10-09,12524.400000000005
551,2011-10-10,48239.180000000044
552,2011-10-11,52572.94000000002
553,2011-10-12,32159.28000000021
554,2011-10-13,37446.180000000044
555,2011-10-14,36347.63999999996
556,2011-10-16,22010.96000000007
557,2011-10-17,52062.19999999996
558,2011-10-18,45332.160000000076
559,2011-10-19,42573.35999999984
560,2011-10-20,61122.89999999961
561,2011-10-21,63226.63999999999
562,2011-10-23,12339.160000000013
563,2011-10-24,48752.90999999974
564,2011-10-25,41314.640000000014
565,2011-10-26,38059.42999999994
566,2011-10-27,57291.719999999914
567,2011-10-28,40565.70000000003
568,2011-10-30,34571.23000000011
569,2011-10-31,57369.15000000012
570,2011-11-01,29155.150000000176
571,2011-11-02,45888.33999999982
572,2011-11-03,63561.48999999997
573,2011-11-04,62977.35999999984
574,2011-11-06,42946.34000000018
575,2011-11-07,85881.81000000011
576,2011-11-08,57700.239999999874
577,2011-11-09,66127.56999999963
578,2011-11-10,71008.26
579,2011-11-11,55257.170000000006
580,2011-11-13,34069.92000000007
581,2011-11-14,114419.88999999991
582,2011-11-15,60807.28999999987
583,2011-11-16,65958.17000000013
584,2011-11-17,61103.12999999976
585,2011-11-18,51275.39000000008
586,2011-11-20,35058.57000000016
587,2011-11-21,49805.71999999979
588,2011-11-22,64089.81999999992
589,2011-11-23,80104.1799999997
590,2011-11-24,50978.62999999997
591,2011-11-25,50822.73000000001
592,2011-11-27,20611.08000000008
593,2011-11-28,57165.18999999993
594,2011-11-29,72595.93000000002
595,2011-11-30,60126.95999999983
596,2011-12-01,52197.24999999973
597,2011-12-02,57664.06999999986
598,2011-12-04,24621.43000000009
599,2011-12-05,88741.96000000046
600,2011-12-06,56713.210000000145
601,2011-12-07,75439.15999999965
602,2011-12-08,82494.99999999972
603,2011-12-09,200938.6000000003
